번호,제품명,용량,가격,세부스펙,이미지,상품주소
37,화웨이 eKitStor Xtreme 201 M.2 NVMe,1TB,"269,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : 화웨이 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 6,700MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,300K / [지원기능] HMB / TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 2,000TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.7mm",https://img.danuri.io/catalog-image/863/411/102/53aac5ec2ebd4a5bacf8820b7eea54f3.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=102411863&cate=112760
38,SK하이닉스 Gold P31 M.2 NVMe,2TB,"737,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / DRAM 탑재 / DDR4 1GB / 컨트롤러 : SK하이닉스 Cepheus / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,200MB/s / 읽기IOPS : 570K / 쓰기IOPS : 600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 750TB / SLC : 92GB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7g",https://img.danuri.io/catalog-image/338/161/013/ffd31858c1ee4f738944be8eb5570ee7.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=15022826&cate=112760
39,SK하이닉스 Gold P31 M.2 NVMe,1TB,"435,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / DRAM 탑재 / DDR4 1GB / 컨트롤러 : SK하이닉스 Cepheus / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,200MB/s / 읽기IOPS : 570K / 쓰기IOPS : 600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 750TB / SLC : 92GB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7g",https://img.danuri.io/catalog-image/338/161/013/ffd31858c1ee4f738944be8eb5570ee7.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=13161338&cate=112760
40,SK하이닉스 Gold P31 M.2 NVMe,500GB,"382,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / DRAM 탑재 / DDR4 1GB / 컨트롤러 : SK하이닉스 Cepheus / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,200MB/s / 읽기IOPS : 570K / 쓰기IOPS : 600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 750TB / SLC : 92GB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7g",https://img.danuri.io/catalog-image/338/161/013/ffd31858c1ee4f738944be8eb5570ee7.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=13161353&cate=112760
41,삼성전자 PM9A1 M.2 NVMe 중고,2TB,"568,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 512MB / 컨트롤러 : 삼성 Elpis / [성능] 순차읽기 : 6,900MB/s / 순차쓰기 : 5,000MB/s / 읽기IOPS : 800K / 쓰기IOPS : 800K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / [환경특성] MTBF : 150만 / TBW : 300TB / SLC : 94GB / PS5 호환 / 방열판 미포함 / 두께 : 2.38mm / 9g",https://img.danuri.io/catalog-image/306/691/100/28f06baec6644beeb9e3aba5688e5152.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=122699039&cate=112760
42,삼성전자 PM9A1 M.2 NVMe 중고,1TB,"278,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 512MB / 컨트롤러 : 삼성 Elpis / [성능] 순차읽기 : 6,900MB/s / 순차쓰기 : 5,000MB/s / 읽기IOPS : 800K / 쓰기IOPS : 800K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / [환경특성] MTBF : 150만 / TBW : 300TB / SLC : 94GB / PS5 호환 / 방열판 미포함 / 두께 : 2.38mm / 9g",https://img.danuri.io/catalog-image/306/691/100/28f06baec6644beeb9e3aba5688e5152.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=98782121&cate=112760
43,삼성전자 PM9A1 M.2 NVMe 중고,512GB,"173,890","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 512MB / 컨트롤러 : 삼성 Elpis / [성능] 순차읽기 : 6,900MB/s / 순차쓰기 : 5,000MB/s / 읽기IOPS : 800K / 쓰기IOPS : 800K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / [환경특성] MTBF : 150만 / TBW : 300TB / SLC : 94GB / PS5 호환 / 방열판 미포함 / 두께 : 2.38mm / 9g",https://img.danuri.io/catalog-image/306/691/100/28f06baec6644beeb9e3aba5688e5152.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=100691306&cate=112760
44,삼성전자 PM9A1 M.2 NVMe 중고,256GB,"79,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 512MB / 컨트롤러 : 삼성 Elpis / [성능] 순차읽기 : 6,900MB/s / 순차쓰기 : 5,000MB/s / 읽기IOPS : 800K / 쓰기IOPS : 800K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / AES 암호화 / [환경특성] MTBF : 150만 / TBW : 300TB / SLC : 94GB / PS5 호환 / 방열판 미포함 / 두께 : 2.38mm / 9g",https://img.danuri.io/catalog-image/306/691/100/28f06baec6644beeb9e3aba5688e5152.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=102760391&cate=112760
45,삼성전자 PM9C1 M.2 NVMe 벌크,1TB,"313,990","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : 삼성 Piccolo / [성능] 순차읽기 : 4,950MB/s / 순차쓰기 : 2,500MB/s / 읽기IOPS : 400K / 쓰기IOPS : 550K / [지원기능] HMB / [환경특성] 방열판 미포함 / 두께 : 2.38mm / [기타] 노트북 적출상품",https://img.danuri.io/catalog-image/951/012/071/550d8436096749c2a88ccbeb263fb113.jpg?shrink=130:130&_v=20260921124749,https://prod.danawa.com/info/?pcode=94888187&cate=112760
46,삼성전자 PM9C1 M.2 NVMe 벌크,512GB,"183,150","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : 삼성 Piccolo / [성능] 순차읽기 : 4,950MB/s / 순차쓰기 : 2,500MB/s / 읽기IOPS : 400K / 쓰기IOPS : 550K / [지원기능] HMB / [환경특성] 방열판 미포함 / 두께 : 2.38mm / [기타] 노트북 적출상품",https://img.danuri.io/catalog-image/951/012/071/550d8436096749c2a88ccbeb263fb113.jpg?shrink=130:130&_v=20260921124749,https://prod.danawa.com/info/?pcode=71012951&cate=112760
47,삼성전자 PM9C1 M.2 NVMe 벌크,256GB,"74,610","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : 삼성 Piccolo / [성능] 순차읽기 : 4,950MB/s / 순차쓰기 : 2,500MB/s / 읽기IOPS : 400K / 쓰기IOPS : 550K / [지원기능] HMB / [환경특성] 방열판 미포함 / 두께 : 2.38mm / [기타] 노트북 적출상품",https://img.danuri.io/catalog-image/951/012/071/550d8436096749c2a88ccbeb263fb113.jpg?shrink=130:130&_v=20260921124749,https://prod.danawa.com/info/?pcode=97112444&cate=112760
48,Western Digital WD Blue SA510,4TB,"1,006,730","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : WD / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 520MB/s / 읽기IOPS : 90K / 쓰기IOPS : 82K / [지원기능] SLC캐싱 / S.M.A.R.T / TRIM / [환경특성] MTBF : 175만 / TBW : 400TB / A/S기간 : 5년 , 제한보증 / 두께 : 7mm",https://img.danuri.io/catalog-image/170/142/017/bff35cb516b24fb69b99aa56bb093c3f.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=27806333&cate=112760
49,Western Digital WD Blue SA510,2TB,"820,340","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : WD / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 520MB/s / 읽기IOPS : 90K / 쓰기IOPS : 82K / [지원기능] SLC캐싱 / S.M.A.R.T / TRIM / [환경특성] MTBF : 175만 / TBW : 400TB / A/S기간 : 5년 , 제한보증 / 두께 : 7mm",https://img.danuri.io/catalog-image/170/142/017/bff35cb516b24fb69b99aa56bb093c3f.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=21429281&cate=112760
50,Western Digital WD Blue SA510,1TB,"300,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : WD / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 520MB/s / 읽기IOPS : 90K / 쓰기IOPS : 82K / [지원기능] SLC캐싱 / S.M.A.R.T / TRIM / [환경특성] MTBF : 175만 / TBW : 400TB / A/S기간 : 5년 , 제한보증 / 두께 : 7mm",https://img.danuri.io/catalog-image/170/142/017/bff35cb516b24fb69b99aa56bb093c3f.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=17142170&cate=112760
51,Western Digital WD Blue SA510,500GB,"169,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : WD / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 520MB/s / 읽기IOPS : 90K / 쓰기IOPS : 82K / [지원기능] SLC캐싱 / S.M.A.R.T / TRIM / [환경특성] MTBF : 175만 / TBW : 400TB / A/S기간 : 5년 , 제한보증 / 두께 : 7mm",https://img.danuri.io/catalog-image/170/142/017/bff35cb516b24fb69b99aa56bb093c3f.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=17142212&cate=112760
52,Western Digital WD Blue SA510,250GB,"165,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : WD / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 520MB/s / 읽기IOPS : 90K / 쓰기IOPS : 82K / [지원기능] SLC캐싱 / S.M.A.R.T / TRIM / [환경특성] MTBF : 175만 / TBW : 400TB / A/S기간 : 5년 , 제한보증 / 두께 : 7mm",https://img.danuri.io/catalog-image/170/142/017/bff35cb516b24fb69b99aa56bb093c3f.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=17142230&cate=112760
53,Sandisk Optimus GX PRO 8100 M.2 NVMe,4TB,"1,713,590","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 11,000MB/s / 읽기IOPS : 1,600K / 쓰기IOPS : 2,400K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g",https://img.danuri.io/catalog-image/549/668/122/4448d36da05a48e58069f9eb48dcde53.jpeg?shrink=130:130&_v=20260921142643,https://prod.danawa.com/info/?pcode=122668313&cate=112760
54,Sandisk Optimus GX PRO 8100 M.2 NVMe,2TB,"919,570","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 11,000MB/s / 읽기IOPS : 1,600K / 쓰기IOPS : 2,400K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g",https://img.danuri.io/catalog-image/549/668/122/4448d36da05a48e58069f9eb48dcde53.jpeg?shrink=130:130&_v=20260921142643,https://prod.danawa.com/info/?pcode=122668350&cate=112760
55,Sandisk Optimus GX PRO 8100 M.2 NVMe,1TB,"499,650","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 11,000MB/s / 읽기IOPS : 1,600K / 쓰기IOPS : 2,400K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g",https://img.danuri.io/catalog-image/549/668/122/4448d36da05a48e58069f9eb48dcde53.jpeg?shrink=130:130&_v=20260921142643,https://prod.danawa.com/info/?pcode=122668549&cate=112760
56,Western Digital WD Blue SN5000 M.2 NVMe,4TB,"859,290","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 5,150MB/s / 순차쓰기 : 4,900MB/s / 읽기IOPS : 730K / 쓰기IOPS : 770K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / HMB / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/211/176/062/c48994c3f7984de29d32906a76a6ceb1.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=62176130&cate=112760
57,Western Digital WD Blue SN5000 M.2 NVMe,2TB,"510,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 5,150MB/s / 순차쓰기 : 4,900MB/s / 읽기IOPS : 730K / 쓰기IOPS : 770K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / HMB / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/211/176/062/c48994c3f7984de29d32906a76a6ceb1.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=62176193&cate=112760
58,Western Digital WD Blue SN5000 M.2 NVMe,1TB,"289,530","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 5,150MB/s / 순차쓰기 : 4,900MB/s / 읽기IOPS : 730K / 쓰기IOPS : 770K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / HMB / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/211/176/062/c48994c3f7984de29d32906a76a6ceb1.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=62176211&cate=112760
59,Western Digital WD Blue SN5000 M.2 NVMe,500GB,"223,460","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 5,150MB/s / 순차쓰기 : 4,900MB/s / 읽기IOPS : 730K / 쓰기IOPS : 770K / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / HMB / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/211/176/062/c48994c3f7984de29d32906a76a6ceb1.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=62176226&cate=112760
60,키오시아 EXCERIA PLUS G3 M.2 NVMe,2TB,"366,830","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : KIOXIA / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 3,900MB/s / 읽기IOPS : 680K / 쓰기IOPS : 950K / [지원기능] HMB / TRIM / ECC / SLC캐싱 / GC / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.63mm / 7g",https://img.danuri.io/catalog-image/118/271/030/3dc876b941ef449aaa1b6be78aa348d1.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=30271118&cate=112760
61,키오시아 EXCERIA PLUS G3 M.2 NVMe,1TB,"295,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : KIOXIA / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 3,900MB/s / 읽기IOPS : 680K / 쓰기IOPS : 950K / [지원기능] HMB / TRIM / ECC / SLC캐싱 / GC / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.63mm / 7g",https://img.danuri.io/catalog-image/118/271/030/3dc876b941ef449aaa1b6be78aa348d1.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=30271115&cate=112760
62,Seagate 파이어쿠다 X1070 M.2 NVMe,4TB,"999,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 7,200MB/s / 순차쓰기 : 6,000MB/s / 읽기IOPS : 850K / 쓰기IOPS : 900K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 180만 / TBW : 600TB / PS5 호환 / A/S기간 : 제한보증 , 5년 , 데이터 복구 3년 / 방열판 미포함 / 두께 : 2.2mm / 6g",https://img.danuri.io/catalog-image/288/392/108/8ebc65f88273444686e003d6496afa33.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=108392246&cate=112760
63,Seagate 파이어쿠다 X1070 M.2 NVMe,2TB,"538,790","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 7,200MB/s / 순차쓰기 : 6,000MB/s / 읽기IOPS : 850K / 쓰기IOPS : 900K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 180만 / TBW : 600TB / PS5 호환 / A/S기간 : 제한보증 , 5년 , 데이터 복구 3년 / 방열판 미포함 / 두께 : 2.2mm / 6g",https://img.danuri.io/catalog-image/288/392/108/8ebc65f88273444686e003d6496afa33.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=108392261&cate=112760
64,Seagate 파이어쿠다 X1070 M.2 NVMe,1TB,"299,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 7,200MB/s / 순차쓰기 : 6,000MB/s / 읽기IOPS : 850K / 쓰기IOPS : 900K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 180만 / TBW : 600TB / PS5 호환 / A/S기간 : 제한보증 , 5년 , 데이터 복구 3년 / 방열판 미포함 / 두께 : 2.2mm / 6g",https://img.danuri.io/catalog-image/288/392/108/8ebc65f88273444686e003d6496afa33.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=108392288&cate=112760
65,Sandisk Optimus 5100 M.2 NVMe,4TB,"1,086,090","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : WD / [성능] 순차읽기 : 6,600MB/s / 순차쓰기 : 5,600MB/s / 읽기IOPS : 660K / 쓰기IOPS : 1,100K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 300TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/752/669/122/054dc38725b24cb69432e92144b081c0.jpeg?shrink=130:130&_v=20260921110223,https://prod.danawa.com/info/?pcode=122669782&cate=112760
66,Sandisk Optimus 5100 M.2 NVMe,2TB,"626,180","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : WD / [성능] 순차읽기 : 6,600MB/s / 순차쓰기 : 5,600MB/s / 읽기IOPS : 660K / 쓰기IOPS : 1,100K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 300TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/752/669/122/054dc38725b24cb69432e92144b081c0.jpeg?shrink=130:130&_v=20260921110223,https://prod.danawa.com/info/?pcode=122669695&cate=112760
67,Sandisk Optimus 5100 M.2 NVMe,1TB,"334,950","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : WD / [성능] 순차읽기 : 6,600MB/s / 순차쓰기 : 5,600MB/s / 읽기IOPS : 660K / 쓰기IOPS : 1,100K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 300TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/752/669/122/054dc38725b24cb69432e92144b081c0.jpeg?shrink=130:130&_v=20260921110223,https://prod.danawa.com/info/?pcode=122669740&cate=112760
68,Sandisk Optimus 5100 M.2 NVMe,500GB,"173,680","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : WD / [성능] 순차읽기 : 6,600MB/s / 순차쓰기 : 5,600MB/s / 읽기IOPS : 660K / 쓰기IOPS : 1,100K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 300TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 5.7g",https://img.danuri.io/catalog-image/752/669/122/054dc38725b24cb69432e92144b081c0.jpeg?shrink=130:130&_v=20260921110223,https://prod.danawa.com/info/?pcode=122669752&cate=112760
69,마이크로닉스 WARP B2,256GB,"61,070",6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 350MB/s / [지원기능] TRIM / SLC캐싱 / ECC / [환경특성] MTBF : 100만 / A/S기간 : 3년 / 두께 : 7mm / 46g / [기타] 26년 7월부로 순차읽기/쓰기 정보 변경,https://img.danuri.io/catalog-image/899/899/016/779bb0a22614462f868d79a06b7ffb5d.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=16899899&cate=112760
70,마이크로닉스 WARP B2,512GB,"101,880",6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 350MB/s / [지원기능] TRIM / SLC캐싱 / ECC / [환경특성] MTBF : 100만 / A/S기간 : 3년 / 두께 : 7mm / 46g / [기타] 26년 7월부로 순차읽기/쓰기 정보 변경,https://img.danuri.io/catalog-image/899/899/016/779bb0a22614462f868d79a06b7ffb5d.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=16899878&cate=112760
71,ESSENCORE KLEVV CRAS C715 M.2 NVMe,1TB,"272,270","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,200MB/s / 순차쓰기 : 2,000MB/s / [지원기능] HMB / TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] TBW : 300TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.5mm / 7g",https://img.danuri.io/catalog-image/332/660/069/c8bf04bd80394c32a29750b69a344e7e.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=69660347&cate=112760
72,ESSENCORE KLEVV CRAS C715 M.2 NVMe,512GB,"153,710","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,200MB/s / 순차쓰기 : 2,000MB/s / [지원기능] HMB / TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] TBW : 300TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.5mm / 7g",https://img.danuri.io/catalog-image/332/660/069/c8bf04bd80394c32a29750b69a344e7e.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=69660332&cate=112760
73,ESSENCORE KLEVV CRAS C715 M.2 NVMe,256GB,"104,070","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,200MB/s / 순차쓰기 : 2,000MB/s / [지원기능] HMB / TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] TBW : 300TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.5mm / 7g",https://img.danuri.io/catalog-image/332/660/069/c8bf04bd80394c32a29750b69a344e7e.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=69657575&cate=112760
74,Western Digital WD BLACK SN850X 히트싱크 M.2 NVMe,4TB,"1,474,990","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : WD Black G2 / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,600MB/s / 읽기IOPS : 1,200K / 쓰기IOPS : 1,100K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 180만 / TBW : 1,200TB / SLC : 600GB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 8.8mm / 24g",https://img.danuri.io/catalog-image/299/790/017/bd520a4e074047ffa35d180246f719c3.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=74052506&cate=112760
75,Western Digital WD BLACK SN850X 히트싱크 M.2 NVMe,2TB,"592,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : WD Black G2 / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,600MB/s / 읽기IOPS : 1,200K / 쓰기IOPS : 1,100K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 180만 / TBW : 1,200TB / SLC : 600GB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 8.8mm / 24g",https://img.danuri.io/catalog-image/299/790/017/bd520a4e074047ffa35d180246f719c3.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=17790299&cate=112760
